Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2018,106306,00108700,Arkansas Baptist College,AR,12,,3,NJCAA,351,109,460,2,Basketball,14,12,,,14,12,1329,18610,1394,16723,35333,,,,,,75350,47850,123200,,,,75350,47850,123200,75350,47850,123200,,,,75350,47850,123200
2018,107318,02348200,Arkansas State University Mid-South,AR,13,,3,NJCAA,95,226,321,2,Basketball,13,9,,,13,9,4677,60806,3291,29617,90423,,,,,,118179,79376,197555,,,,118179,79376,197555,118179,79376,197555,,,,118179,79376,197555
2018,106458,00109000,Arkansas State University-Main Campus,AR,1,,1,NCAA,2869,3889,6758,2,Basketball,14,15,,,14,15,36784,514978,21489,322332,837310,,,,,,1578156,1280194,2858350,,,,1578156,1280194,2858350,1578156,1280194,2858350,,,,1578156,1280194,2858350
2018,106467,00108900,Arkansas Tech University,AR,4,,1,NCAA,3027,3338,6365,2,Basketball,17,13,,,17,13,5200,88406,4616,60008,148414,,,,,,416944,444419,861363,,,,416944,444419,861363,424128,438595,862723,,,,424128,438595,862723
2018,222877,02081400,Arlington Baptist University,TX,16,,4,NCCAA,86,53,139,2,Basketball,14,12,,,14,12,722,10107,468,5613,15720,,,,,,15107,9613,24720,,,,15107,9613,24720,15107,9613,24720,,,,15107,9613,24720
2018,156213,00195200,Asbury University,KY,10,,2,NAIA,538,751,1289,2,Basketball,22,16,,,22,16,1869,41112,2389,38225,79337,,,,,,317334,303063,620397,,,,317334,303063,620397,317334,303063,620397,,,,317334,303063,620397
2018,100858,00100900,Auburn University,AL,1,,1,NCAA,11183,11053,22236,2,Basketball,19,21,,,19,21,117279,2228307,59160,1242368,3470675,,,,,,15593947,538944,16132891,,,,15593947,538944,16132891,10536653,4536994,15073647,,,,10536653,4536994,15073647
2018,100830,00831000,Auburn University at Montgomery,AL,5,,1,NCAA,1207,2340,3547,2,Basketball,15,13,,,15,13,3155,47318,4523,58803,106121,,,,,,434962,469495,904457,,,,434962,469495,904457,411685,456907,868592,,,,411685,456907,868592
2018,482149,00157900,Augusta University,GA,5,,1,NCAA,1481,2874,4355,2,Basketball,14,15,,,14,15,3147,44054,2799,41985,86039,,,,,,584812,427337,1012149,,,,584812,427337,1012149,584812,427336,1012148,,,,584812,427336,1012148
2018,222983,00354300,Austin College,TX,6,,1,NCAA,623,652,1275,2,Basketball,17,19,,,17,19,2853,48503,2892,54955,103458,,,,,,129617,130208,259825,,,,129617,130208,259825,129617,130208,259825,,,,129617,130208,259825
2018,219602,00347800,Austin Peay State University,TN,2,,1,NCAA,2798,4144,6942,2,Basketball,15,13,,,15,13,31786,476794,12282,159665,636459,,,,,,2338400,970360,3308760,,,,2338400,970360,3308760,1904820,960807,2865627,,,,1904820,960807,2865627
2018,446048,03941300,Ave Maria University,FL,10,,2,NAIA,505,554,1059,2,Basketball,42,21,,,42,21,3457,145184,2164,45443,190627,,,,,,585775,213328,799103,,,,585775,213328,799103,585775,213328,799103,,,,585775,213328,799103
2018,176628,00244900,Avila University,MO,10,,2,NAIA,454,568,1022,2,Basketball,15,14,,,15,14,1730,25951,1634,22878,48829,,,,,,215689,215809,431498,,,,215689,215809,431498,215689,215809,431498,,,,215689,215809,431498
2018,176664,01320800,Baptist Bible College,MO,8,ACCA,8,other,109,106,215,2,Basketball,10,,,,10,0,1519,15187,0,0,15187,,,,,,24727,,24727,,,,24727,0,24727,24727,,24727,,,,24727,0,24727
2018,132471,00146600,Barry University,FL,5,,1,NCAA,1082,1867,2949,2,Basketball,17,14,,,17,14,6958,118292,4701,65813,184105,,,,,,647423,582790,1230213,,,,647423,582790,1230213,647423,582790,1230213,,,,647423,582790,1230213
2018,437103,03730300,Baton Rouge Community College,LA,12,,3,NJCAA,1743,2248,3991,2,Basketball,18,15,,,18,15,986,17746,995,14922,32668,,,,,,127705,113941,241646,,,,127705,113941,241646,127705,113941,241646,,,,127705,113941,241646
2018,223232,00354500,Baylor University,TX,1,,1,NCAA,5632,8327,13959,2,Basketball,17,39,,,17,39,123041,2091702,66996,2612861,4704563,,,,,,9860432,9485162,19345594,,,,9860432,9485162,19345594,9860432,9485162,19345594,,,,9860432,9485162,19345594
2018,175421,00239700,Belhaven University,MS,6,,1,NCAA,473,679,1152,2,Basketball,26,16,,,26,16,2437,63370,4454,71257,134627,,,,,,169259,165093,334352,,,,169259,165093,334352,169163,165093,334256,,,,169163,165093,334256
2018,156286,00195400,Bellarmine University,KY,5,,1,NCAA,864,1532,2396,2,Basketball,17,16,,,17,16,12617,214495,7016,112248,326743,,,,,,1318815,837777,2156592,,,,1318815,837777,2156592,1318815,837777,2156592,,,,1318815,837777,2156592
2018,219709,00347900,Belmont University,TN,3,,1,NCAA,2191,4158,6349,2,Basketball,16,15,,,16,15,19582,313307,14842,222635,535942,,,,,,5129856,1778887,6908743,,,,5129856,1778887,6908743,5129856,1778887,6908743,,,,5129856,1778887,6908743
2018,217721,00342000,Benedict College,SC,4,,1,NCAA,1008,1106,2114,2,Basketball,16,19,,,16,19,2469,39500,2023,38430,77930,,,,,,468207,328636,796843,,,,468207,328636,796843,463065,325617,788682,,,,463065,325617,788682
2018,156295,00195500,Berea College,KY,7,,1,NCAA,693,933,1626,2,Basketball,14,13,,,14,13,2781,38938,3970,51610,90548,,,,,,155205,110864,266069,,,,155205,110864,266069,155205,110864,266069,,,,155205,110864,266069
2018,139144,00155400,Berry College,GA,6,,1,NCAA,738,1160,1898,2,Basketball,16,14,,,16,14,3491,55848,4300,60202,116050,,,,,,210712,212257,422969,,,,210712,212257,422969,201829,206779,408608,,,,201829,206779,408608
2018,219718,00348000,Bethel University,TN,9,,2,NAIA,1405,1574,2979,2,Basketball,16,13,,,16,13,7213,115415,10155,132012,247427,,,,,,791658,518445,1310103,,,,791658,518445,1310103,482630,416597,899227,,,,482630,416597,899227
2018,132602,00146700,Bethune-Cookman University,FL,2,,1,NCAA,1301,2181,3482,2,Basketball,13,15,,,13,15,23556,306232,14559,218384,524616,,,,,,1079602,1057743,2137345,,,,1079602,1057743,2137345,1079602,1057743,2137345,,,,1079602,1057743,2137345
2018,102429,00573300,Bevill State Community College,AL,12,,3,NJCAA,645,801,1446,2,Basketball,15,,,,15,0,4916,73741,0,0,73741,,,,,,177083,,177083,,,,177083,0,177083,176431,,176431,,,,176431,0,176431
2018,100937,00101200,Birmingham Southern College,AL,6,,1,NCAA,604,656,1260,2,Basketball,15,11,,,15,11,4864,72965,7037,77408,150373,,,,,,218591,174385,392976,,,,218591,174385,392976,218591,174385,392976,,,,218591,174385,392976
2018,102030,00103000,Bishop State Community College,AL,12,,3,NJCAA,656,767,1423,2,Basketball,17,15,,,17,15,525,8932,1387,20807,29739,,,,,,160957,213253,374210,,,,160957,213253,374210,160957,213253,374210,,,,160957,213253,374210
2018,223427,00354900,Blinn College,TX,12,,3,NJCAA,4827,4515,9342,2,Basketball,17,17,,,17,17,3370,57296,3155,53635,110931,,,,,,355003,311780,666783,,,,355003,311780,666783,355003,310780,665783,,,,355003,310780,665783
2018,175430,00239800,Blue Mountain College,MS,9,,2,NAIA,285,298,583,2,Basketball,17,13,,,17,13,4928,83770,4856,63128,146898,,,,,,408764,335509,744273,,,,408764,335509,744273,408764,335509,744273,,,,408764,335509,744273
2018,217749,00342100,Bob Jones University,SC,16,,4,NCCAA,1031,1242,2273,2,Basketball,13,13,,,13,13,4989,64856,5045,65584,130440,,,,,,131385,137577,268962,,,,131385,137577,268962,131385,137577,268962,,,,131385,137577,268962
2018,158431,02055400,Bossier Parish Community College,LA,12,,3,NJCAA,1215,2174,3389,2,Basketball,16,20,,,16,20,2849,45588,2470,49401,94989,,,,,,244083,227557,471640,,,,244083,227557,471640,244083,227557,471640,,,,244083,227557,471640
2018,139199,00155600,Brenau University,GA,10,,2,NAIA,96,988,1084,2,Basketball,,18,,,0,18,0,0,1712,30820,30820,,,,,,,273005,273005,,,,0,273005,273005,,272816,272816,,,,0,272816,272816
2018,156356,00195800,Brescia University,KY,10,,2,NAIA,237,517,754,2,Basketball,24,18,,,24,18,1604,38506,1806,32514,71020,,,,,,459371,352977,812348,,,,459371,352977,812348,459371,352977,812348,,,,459371,352977,812348
2018,139205,00155700,Brewton-Parker College,GA,9,,2,NAIA,255,191,446,2,Basketball,19,14,,,19,14,3147,59790,4018,56247,116037,,,,,,424575,329272,753847,,,,424575,329272,753847,424575,329272,753847,,,,424575,329272,753847
2018,219790,00353600,Bryan College-Dayton,TN,9,,2,NAIA,342,316,658,2,Basketball,34,23,,,34,23,1664,56584,2473,56875,113459,,,,,,459552,371843,831395,,,,459552,371843,831395,459552,371843,831395,,,,459552,371843,831395
2018,176789,00245000,Calvary University,MO,16,,4,NCCAA,87,85,172,2,Basketball,13,11,,,13,11,1443,18763,985,10833,29596,,,,,,38763,32558,71321,,,,38763,32558,71321,38763,32558,71321,,,,38763,32558,71321
2018,156365,00195900,Campbellsville University,KY,9,,2,NAIA,958,1284,2242,2,Basketball,46,21,,,46,21,4995,229788,6333,132998,362786,,,,,,882723,791053,1673776,,,,882723,791053,1673776,864099,755069,1619168,,,,864099,755069,1619168
2018,219806,00348100,Carson-Newman University,TN,4,,1,NCAA,680,973,1653,2,Basketball,17,15,,,17,15,6433,109355,5563,83439,192794,,,,,,708149,497974,1206123,,,,708149,497974,1206123,597952,497974,1095926,,,,597952,497974,1095926
2018,158477,00200300,Centenary College of Louisiana,LA,7,,1,NCAA,227,311,538,2,Basketball,26,15,,,26,15,2005,52123,3209,48136,100259,,,,,,131014,131084,262098,,,,131014,131084,262098,131014,131084,262098,,,,131014,131084,262098
2018,106713,00109300,Central Baptist College,AR,9,,2,NAIA,312,264,576,2,Basketball,18,15,,,18,15,2397,43138,2425,36375,79513,,,,,,242755,221956,464711,,,,242755,221956,464711,228863,215156,444019,,,,228863,215156,444019
2018,176910,02266400,Central Christian College of the Bible,MO,16,,4,NCCAA,87,75,162,2,Basketball,18,9,,,18,9,1154,20770,942,8475,29245,,,,,,61780,35216,96996,,,,61780,35216,96996,61780,35216,96996,,,,61780,35216,96996
2018,483045,00576300,Central Georgia Technical College,GA,12,,3,NJCAA,708,1305,2013,2,Basketball,12,11,,,12,11,3957,47487,2596,28552,76039,,,,,,206467,180959,387426,,,,206467,180959,387426,206467,180959,387426,,,,206467,180959,387426
2018,176947,00245300,Central Methodist University-College of Liberal Arts and Sciences,MO,9,,2,NAIA,534,597,1131,2,Basketball,65,45,,,65,45,569,36983,778,35009,71992,,,,,,601019,560637,1161656,,,,601019,560637,1161656,573128,547270,1120398,,,,573128,547270,1120398
2018,156408,00196100,Centre College,KY,6,,1,NCAA,698,727,1425,2,Basketball,20,20,,,20,20,2850,56991,2999,59989,116980,,,,,,147344,124367,271711,,,,147344,124367,271711,147344,124367,271711,,,,147344,124367,271711
2018,492069,04276100,Champion Christian College,AR,16,,4,NCCAA,56,25,81,2,Basketball,29,,,,29,0,229,6632,0,0,6632,,,,,,48204,,48204,,,,48204,0,48204,48204,,48204,,,,48204,0,48204
2018,217688,00341900,Charleston Southern University,SC,2,,1,NCAA,1012,1714,2726,2,Basketball,15,13,,,15,13,23413,351197,13899,180684,531881,,,,,,1243917,817872,2061789,,,,1243917,817872,2061789,1243917,817872,2061789,,,,1243917,817872,2061789
2018,101028,01218200,Chattahoochee Valley Community College,AL,12,,3,NJCAA,374,484,858,2,Basketball,15,15,,,15,15,3470,52054,3562,53435,105489,,,,,,261611,229309,490920,,,,261611,229309,490920,261611,229309,490920,,,,261611,229309,490920
2018,219824,00399800,Chattanooga State Community College,TN,12,,3,NJCAA,1697,2243,3940,2,Basketball,12,14,,,12,14,3099,37189,2554,35762,72951,,,,,,280532,210428,490960,,,,280532,210428,490960,280532,210428,490960,,,,280532,210428,490960
2018,133021,00147200,Chipola College,FL,12,,3,NJCAA,364,467,831,2,Basketball,14,14,,,14,14,4782,66952,4409,61732,128684,,,,,,468145,424455,892600,,,,468145,424455,892600,468145,424455,892600,,,,468145,424455,892600
2018,219833,00348200,Christian Brothers University,TN,5,,1,NCAA,704,732,1436,2,Basketball,15,12,,,15,12,3006,45093,3023,36281,81374,,,,,,552094,407811,959905,,,,552094,407811,959905,552094,407811,959905,,,,552094,407811,959905
2018,223898,00355300,Cisco College,TX,12,,3,NJCAA,533,890,1423,2,Basketball,,16,,,0,16,0,0,1601,25611,25611,,,,,,,148119,148119,,,,0,148119,148119,,148119,148119,,,,0,148119,148119
2018,217864,00342300,Citadel Military College of South Carolina,SC,2,,1,NCAA,2382,272,2654,2,Basketball,14,,,,14,0,21879,306303,0,0,306303,,,,,,1613769,,1613769,,,,1613769,0,1613769,1477703,,1477703,,,,1477703,0,1477703
2018,217873,00342400,Claflin University,SC,5,,1,NCAA,618,1366,1984,2,Basketball,20,16,,,20,16,4945,98908,5239,83817,182725,,,,,,493194,365490,858684,,,,493194,365490,858684,493194,365490,858684,,,,493194,365490,858684
2018,223922,00355400,Clarendon College,TX,12,,3,NJCAA,274,337,611,2,Basketball,19,22,,,19,22,1514,28770,1375,30259,59029,,,,,,132851,128103,260954,,,,132851,128103,260954,132851,128103,260954,,,,132851,128103,260954
2018,138947,00155900,Clark Atlanta University,GA,4,,1,NCAA,787,2447,3234,2,Basketball,14,10,,,14,10,4639,64940,4794,47937,112877,,,,,,759628,694958,1454586,,,,759628,694958,1454586,748404,648746,1397150,,,,748404,648746,1397150
2018,139311,00897600,Clayton  State University,GA,5,,1,NCAA,1052,2509,3561,2,Basketball,14,16,,,14,16,4322,60512,3249,51990,112502,,,,,,463259,472761,936020,,,,463259,472761,936020,458481,432454,890935,,,,458481,432454,890935
2018,217882,00342500,Clemson University,SC,1,,1,NCAA,9613,9332,18945,2,Basketball,15,14,,,15,14,75234,1128513,51471,720599,1849112,,,,,,9224524,1429390,10653914,,,,9224524,1429390,10653914,8229736,4459018,12688754,,,,8229736,4459018,12688754
2018,219879,00399900,Cleveland State Community College,TN,12,,3,NJCAA,731,871,1602,2,Basketball,17,10,,,17,10,1627,27657,2831,28309,55966,,,,,,205463,172580,378043,,,,205463,172580,378043,219693,178530,398223,,,,219693,178530,398223
2018,217891,00492300,Clinton College,SC,8,MBB USCAA   WBB  NJCAA II,8,other,131,62,193,2,Basketball,16,16,,,16,16,2052,32826,1859,29742,62568,,,,,,188823,182850,371673,,,,188823,182850,371673,188266,181102,369368,,,,188266,181102,369368
2018,175519,00240100,Coahoma Community College,MS,12,,3,NJCAA,589,766,1355,2,Basketball,15,14,,,15,14,751,11271,775,10844,22115,,,,,,250974,235589,486563,,,,250974,235589,486563,250974,235589,486563,,,,250974,235589,486563
2018,101161,00106000,Coastal Alabama Community College,AL,12,,3,NJCAA,1501,1911,3412,2,Basketball,49,30,,,49,30,1943,95191,2156,64679,159870,,,,,,827083,519539,1346622,,,,827083,519539,1346622,827083,519539,1346622,,,,827083,519539,1346622
2018,223320,00354600,Coastal Bend College,TX,12,,3,NJCAA,461,640,1101,2,Basketball,17,16,,,17,16,2122,36073,2983,47725,83798,,,,,,131162,155871,287033,,,,131162,155871,287033,125772,147307,273079,,,,125772,147307,273079
2018,218724,00345100,Coastal Carolina University,SC,1,,1,NCAA,4121,4793,8914,2,Basketball,15,26,,,15,26,33418,501274,13442,349489,850763,,,,,,2243214,1714312,3957526,,,,2243214,1714312,3957526,2243214,1714312,3957526,,,,2243214,1714312,3957526
2018,217907,00342700,Coker College,SC,5,,1,NCAA,416,532,948,2,Basketball,26,19,,,26,19,1914,49766,2231,42381,92147,,,,,,493974,450676,944650,,,,493974,450676,944650,493974,450479,944453,,,,493974,450479,944453
2018,132851,00147100,College of Central Florida,FL,12,,3,NJCAA,1123,1549,2672,2,Basketball,15,12,,,15,12,2953,44293,2424,29091,73384,,,,,,256131,180006,436137,,,,256131,180006,436137,256131,180006,436137,,,,256131,180006,436137
2018,217819,00342800,College of Charleston,SC,3,,1,NCAA,3131,5915,9046,2,Basketball,16,15,,,16,15,44601,713611,21164,317462,1031073,,,,,,3289426,1666105,4955531,,,,3289426,1666105,4955531,3289426,1666105,4955531,,,,3289426,1666105,4955531
2018,139250,00155800,College of Coastal Georgia,GA,9,,2,NAIA,659,1343,2002,2,Basketball,13,15,,,13,15,4946,64302,4029,60428,124730,,,,,,209668,225721,435389,,,,209668,225721,435389,209668,225721,435389,,,,209668,225721,435389
2018,178697,00250000,College of the Ozarks,MO,10,,2,NAIA,685,848,1533,2,Basketball,15,11,,,15,11,7638,114564,7638,84014,198578,,,,,,241165,202509,443674,,,,241165,202509,443674,241165,202509,443674,,,,241165,202509,443674
2018,247834,02361400,Collin County Community College District,TX,12,,3,NJCAA,5142,5199,10341,2,Basketball,14,13,,,14,13,3920,54876,3773,49048,103924,,,,,,229733,215140,444873,,,,229733,215140,444873,229733,215140,444873,,,,229733,215140,444873
2018,217934,00343000,Columbia College,SC,9,,2,NAIA,53,712,765,2,Basketball,,14,,,0,14,0,0,1668,23349,23349,,,,,,,183649,183649,,,,0,183649,183649,,183649,183649,,,,0,183649,183649
2018,177065,00245600,Columbia College,MO,9,,2,NAIA,1806,2625,4431,2,Basketball,15,14,,,15,14,5143,77142,7369,103159,180301,,,,,,519382,499181,1018563,,,,519382,499181,1018563,519382,499181,1018563,,,,519382,499181,1018563
2018,217925,00342900,Columbia International University,SC,10,,2,NAIA,239,257,496,2,Basketball,33,15,,,33,15,1014,33477,1098,16463,49940,,,,,,225427,145525,370952,,,,225427,145525,370952,225427,145525,370952,,,,225427,145525,370952
2018,219888,00348300,Columbia State Community College,TN,12,,3,NJCAA,1300,1779,3079,2,Basketball,13,,,,13,0,3094,40219,0,0,40219,,,,,,179658,,179658,,,,179658,0,179658,179658,,179658,,,,179658,0,179658
2018,139366,00156100,Columbus State University,GA,5,,1,NCAA,1822,2712,4534,2,Basketball,24,19,,,24,19,1983,47599,2767,52580,100179,,,,,,396554,326756,723310,,,,396554,326756,723310,396554,326756,723310,,,,396554,326756,723310
2018,224004,00355700,Concordia University Texas,TX,7,,1,NCAA,489,840,1329,2,Basketball,34,19,,,34,19,1722,58557,2247,42693,101250,,,,,,229167,149002,378169,,,,229167,149002,378169,229167,149002,378169,,,,229167,149002,378169
2018,175573,00240200,Copiah-Lincoln Community College,MS,12,,3,NJCAA,796,1227,2023,2,Basketball,13,13,,,13,13,3029,39372,3061,39796,79168,,,,,,260202,278055,538257,,,,260202,278055,538257,260202,278055,538257,,,,260202,278055,538257
2018,139393,00348400,Covenant College,GA,7,,1,NCAA,468,501,969,2,Basketball,16,14,,,16,14,3016,48259,2352,32930,81189,,,,,,151413,117459,268872,,,,151413,117459,268872,146602,116959,263561,,,,146602,116959,263561
2018,177135,00245900,Crowder College,MO,12,,3,NJCAA,793,1083,1876,2,Basketball,,14,,,0,14,0,0,3161,44250,44250,,,,,,,244643,244643,,,,0,244643,244643,,235275,235275,,,,0,235275,235275
2018,106810,00109500,Crowley's Ridge College,AR,9,,2,NAIA,89,85,174,2,Basketball,19,18,,,19,18,3169,60206,2375,42743,102949,,,,,,168747,152236,320983,,,,168747,152236,320983,162298,140920,303218,,,,162298,140920,303218
2018,177144,00246000,Culver-Stockton College,MO,10,,2,NAIA,481,438,919,2,Basketball,38,25,,,38,25,1728,65682,2783,69571,135253,,,,,,494637,491407,986044,,,,494637,491407,986044,494637,491407,986044,,,,494637,491407,986044
2018,219949,00348500,Cumberland University,TN,9,,2,NAIA,756,938,1694,2,Basketball,12,15,,,12,15,5668,68020,3060,45899,113919,,,,,,533380,375706,909086,,,,533380,375706,909086,510751,369493,880244,,,,510751,369493,880244
2018,224226,00356000,Dallas Baptist University,TX,5,,1,NCAA,994,1337,2331,2,Basketball,13,,,,13,0,13401,174215,0,0,174215,,,,,,889793,,889793,,,,889793,0,889793,888594,,888594,,,,888594,0,888594
2018,224244,00694100,Dallas Christian College,TX,16,,4,NCCAA,107,60,167,2,Basketball,18,15,,,18,15,1806,32513,2157,32358,64871,,,,,,78051,77971,156022,,,,78051,77971,156022,78051,77971,156022,,,,78051,77971,156022
2018,139463,00395600,Dalton State College,GA,9,,2,NAIA,1249,1813,3062,2,Basketball,14,,,,14,0,5580,78126,0,0,78126,,,,,,309463,,309463,,,,309463,0,309463,309463,,309463,,,,309463,0,309463
2018,133386,00147500,Daytona State College,FL,12,,3,NJCAA,2139,2554,4693,2,Basketball,14,15,,,14,15,3623,50725,3540,53100,103825,,,,,,397861,341130,738991,,,,397861,341130,738991,397861,341130,738991,,,,397861,341130,738991
2018,158662,00462500,Delgado Community College,LA,12,,3,NJCAA,1810,3685,5495,2,Basketball,18,18,,,18,18,2235,40229,1777,31994,72223,,,,,,155534,174647,330181,,,,155534,174647,330181,155534,174647,330181,,,,155534,174647,330181
2018,175616,00240300,Delta State University,MS,4,,1,NCAA,871,1111,1982,2,Basketball,14,12,,,14,12,7480,104719,4649,55785,160504,,,,,,294784,251498,546282,,,,294784,251498,546282,457020,410971,867991,,,,457020,410971,867991
2018,217989,00536300,Denmark Technical College,SC,12,,3,NJCAA,123,115,238,2,Basketball,13,9,,,13,9,2843,36964,2843,25590,62554,,,,,,59187,47813,107000,,,,59187,47813,107000,58284,46910,105194,,,,58284,46910,105194
2018,158802,00200400,Dillard University,LA,9,,2,NAIA,290,933,1223,2,Basketball,14,18,,,14,18,4387,61416,6436,115843,177259,,,,,,803303,868012,1671315,,,,803303,868012,1671315,803303,868012,1671315,,,,803303,868012,1671315
2018,177214,00246100,Drury University,MO,5,,1,NCAA,619,839,1458,2,Basketball,16,13,,,16,13,7969,127511,3917,50924,178435,,,,,,884035,730316,1614351,,,,884035,730316,1614351,884035,730316,1614351,,,,884035,730316,1614351
2018,220057,00683500,Dyersburg State Community College,TN,12,,3,NJCAA,409,774,1183,2,Basketball,13,11,,,13,11,3231,42006,3617,39789,81795,,,,,,83278,84792,168070,,,,83278,84792,168070,83278,84792,168070,,,,83278,84792,168070
2018,175643,00240400,East Central Community College,MS,12,,3,NJCAA,732,1007,1739,2,Basketball,15,14,,,15,14,1252,18778,1466,20524,39302,,,,,,197097,167054,364151,,,,197097,167054,364151,197097,167054,364151,,,,197097,167054,364151
2018,139621,01099700,East Georgia State College,GA,12,,3,NJCAA,776,1170,1946,2,Basketball,15,15,,,15,15,2652,39775,2406,36087,75862,,,,,,136025,123263,259288,,,,136025,123263,259288,136025,123263,259288,,,,136025,123263,259288
2018,175652,00240500,East Mississippi Community College,MS,12,,3,NJCAA,1123,1177,2300,2,Basketball,13,11,,,13,11,2554,33198,2987,32859,66057,,,,,,244005,200183,444188,,,,244005,200183,444188,244005,200183,444188,,,,244005,200183,444188
2018,220075,00348700,East Tennessee State University,TN,2,,1,NCAA,4062,5446,9508,2,Basketball,15,15,,,15,15,26994,404907,17151,257267,662174,,,,,,1878553,1334271,3212824,,,,1878553,1334271,3212824,1878553,1334271,3212824,,,,1878553,1334271,3212824
2018,224527,00356400,East Texas Baptist University,TX,6,,1,NCAA,607,687,1294,2,Basketball,29,36,,,29,36,3327,96483,2845,102420,198903,,,,,,291564,299058,590622,,,,291564,299058,590622,291564,299058,590622,,,,291564,299058,590622
2018,132693,00147000,Eastern Florida State College,FL,12,,3,NJCAA,2217,2445,4662,2,Basketball,15,16,,,15,16,4136,62046,2085,33362,95408,,,,,,274510,268826,543336,,,,274510,268826,543336,254510,215826,470336,,,,254510,215826,470336
2018,156620,00196300,Eastern Kentucky University,KY,2,,1,NCAA,4457,5991,10448,2,Basketball,15,15,,,15,15,24128,361924,10217,153259,515183,,,,,,1576265,975215,2551480,,,,1576265,975215,2551480,1576265,975215,2551480,,,,1576265,975215,2551480
2018,446233,03855300,Ecclesia College,AR,15,,4,NCCAA,81,52,133,2,Basketball,18,8,,,18,8,1150,20699,1470,11759,32458,,,,,,100018,67844,167862,,,,100018,67844,167862,100018,67844,167862,,,,100018,67844,167862
2018,133492,00148700,Eckerd College,FL,5,,1,NCAA,644,1281,1925,2,Basketball,16,11,,,16,11,3086,49374,5923,65149,114523,,,,,,627187,672336,1299523,,,,627187,672336,1299523,627187,672336,1299523,,,,627187,672336,1299523
2018,133526,00147800,Edward Waters College,FL,9,,2,NAIA,484,441,925,2,Basketball,15,15,,,15,15,1691,25360,1674,25107,50467,,,,,,184000,159046,343046,,,,184000,159046,343046,184000,159046,343046,,,,184000,159046,343046
2018,133553,00147900,Embry-Riddle Aeronautical University-Daytona Beach,FL,5,,1,NCAA,4324,1264,5588,2,Basketball,18,13,,,18,13,6206,111704,5454,70898,182602,,,,,,1467655,691440,2159095,,,,1467655,691440,2159095,1446890,686041,2132931,,,,1446890,686041,2132931
2018,139630,00156300,Emmanuel College,GA,5,,1,NCAA,412,360,772,2,Basketball,38,22,,,38,22,2780,105640,2673,58814,164454,,,,,,524052,447688,971740,,,,524052,447688,971740,524052,443444,967496,,,,524052,443444,967496
2018,139658,00156400,Emory University,GA,7,,1,NCAA,2759,4147,6906,2,Basketball,14,17,,,14,17,7748,108473,5394,91691,200164,,,,,,412671,272037,684708,,,,412671,272037,684708,320925,239786,560711,,,,320925,239786,560711
2018,487092,00156401,Emory University-Oxford College,GA,14,,3,NJCAA,419,571,990,2,Basketball,15,,,,15,0,2868,43016,0,0,43016,,,,,,122810,,122810,,,,122810,0,122810,122810,,122810,,,,122810,0,122810
2018,101143,00101500,Enterprise State Community College,AL,12,,3,NJCAA,477,394,871,2,Basketball,13,12,,,13,12,1939,25205,2017,24205,49410,,,,,,133440,125238,258678,,,,133440,125238,258678,132628,124425,257053,,,,132628,124425,257053
2018,217998,00343200,Erskine College,SC,5,,1,NCAA,314,247,561,2,Basketball,57,28,,,57,28,958,54634,1180,33037,87671,,,,,,418918,190512,609430,,,,418918,190512,609430,418918,190512,609430,,,,418918,190512,609430
2018,177339,00246300,Evangel University,MO,9,,2,NAIA,627,815,1442,2,Basketball,18,16,,,18,16,3824,68833,4137,66186,135019,,,,,,533905,489703,1023608,,,,533905,489703,1023608,533905,489703,1023608,,,,533905,489703,1023608
2018,101189,00100300,Faulkner University,AL,9,,2,NAIA,686,897,1583,2,Basketball,16,31,,,16,31,5193,83083,2244,69561,152644,,,,,,611044,603110,1214154,,,,611044,603110,1214154,611044,603110,1214154,,,,611044,603110,1214154
2018,220181,00349000,Fisk University,TN,10,,2,NAIA,213,503,716,2,Basketball,13,17,,,13,17,4143,53855,3273,55633,109488,,,,,,150567,163146,313713,,,,150567,163146,313713,150567,163146,313713,,,,150567,163146,313713
