Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2016,219888,00348300,Columbia State Community College,TN,12,,3,NJCAA,1090,1500,2590,2,Basketball,15,12,,,15,12,2195,32922,1956,23466,56388,,,,,,171141,105392,276533,,,,171141,105392,276533,171141,105392,276533,,,,171141,105392,276533
2016,139366,00156100,Columbus State University,GA,5,,1,NCAA,1893,2860,4753,2,Basketball,20,25,,,20,25,2373,47456,1745,43625,91081,,,,,,406942,375847,782789,,,,406942,375847,782789,406942,375847,782789,,,,406942,375847,782789
2016,224004,00355700,Concordia University-Texas,TX,7,,1,NCAA,530,761,1291,2,Basketball,36,14,,,36,14,2454,88329,3744,52410,140739,,,,,,186323,120635,306958,,,,186323,120635,306958,186323,120635,306958,,,,186323,120635,306958
2016,175573,00240200,Copiah-Lincoln Community College,MS,12,,3,NJCAA,901,1295,2196,2,Basketball,14,13,,,14,13,1053,14744,1306,16980,31724,,,,,,219255,206454,425709,,,,219255,206454,425709,219255,206454,425709,,,,219255,206454,425709
2016,139393,00348400,Covenant College,GA,7,,1,NCAA,444,529,973,2,Basketball,16,16,,,16,16,2172,34757,1673,26768,61525,,,,,,120609,126520,247129,,,,120609,126520,247129,120609,126520,247129,,,,120609,126520,247129
2016,177135,00245900,Crowder College,MO,12,,3,NJCAA,898,1230,2128,2,Basketball,,12,,,0,12,0,0,3471,41650,41650,,,,,,,231439,231439,,,,0,231439,231439,,222896,222896,,,,0,222896,222896
2016,106810,00109500,Crowley's Ridge College,AR,9,,2,NAIA,109,83,192,2,Basketball,23,18,,,23,18,3360,77289,3377,60777,138066,,,,,,220387,157711,378098,,,,220387,157711,378098,220387,157711,378098,,,,220387,157711,378098
2016,177144,00246000,Culver-Stockton College,MO,10,,2,NAIA,468,476,944,2,Basketball,33,23,,,33,23,2075,68479,2226,51204,119683,,,,,,452320,423049,875369,,,,452320,423049,875369,452320,423049,875369,,,,452320,423049,875369
2016,219949,00348500,Cumberland University,TN,9,,2,NAIA,559,706,1265,2,Basketball,15,15,,,15,15,3871,58060,3031,45466,103526,,,,,,623864,583317,1207181,,,,623864,583317,1207181,611522,569625,1181147,,,,611522,569625,1181147
2016,224226,00356000,Dallas Baptist University,TX,5,,1,NCAA,1019,1355,2374,2,Basketball,16,,,,16,0,11442,183076,0,0,183076,,,,,,821799,,821799,,,,821799,0,821799,821737,,821737,,,,821737,0,821737
2016,224244,00694100,Dallas Christian College,TX,16,,4,NCCAA,112,75,187,2,Basketball,14,10,,,14,10,1053,14746,1153,11526,26272,,,,,,36357,28417,64774,,,,36357,28417,64774,36357,28417,64774,,,,36357,28417,64774
2016,139463,00395600,Dalton State College,GA,9,,2,NAIA,1323,1886,3209,2,Basketball,13,,,,13,0,9732,126515,0,0,126515,,,,,,365744,,365744,,,,365744,0,365744,365744,,365744,,,,365744,0,365744
2016,133386,00147500,Daytona State College,FL,12,,3,NJCAA,1393,1690,3083,2,Basketball,12,11,,,12,11,4424,53083,4558,50141,103224,,,,,,314352,291050,605402,,,,314352,291050,605402,314302,291000,605302,,,,314302,291000,605302
2016,158662,00462500,Delgado Community College,LA,12,,3,NJCAA,2030,3374,5404,2,Basketball,18,18,,,18,18,1134,20415,2382,42869,63284,,,,,,157220,165975,323195,,,,157220,165975,323195,157220,165975,323195,,,,157220,165975,323195
2016,175616,00240300,Delta State University,MS,4,,1,NCAA,923,1326,2249,2,Basketball,13,12,,,13,12,7744,100670,7327,87922,188592,,,,,,449891,407003,856894,,,,449891,407003,856894,449891,407003,856894,,,,449891,407003,856894
2016,217989,00536300,Denmark Technical College,SC,12,,3,NJCAA,168,213,381,2,Basketball,17,11,,,17,11,2126,36141,3286,36141,72282,,,,,,63437,55719,119156,,,,63437,55719,119156,63437,55719,119156,,,,63437,55719,119156
2016,158802,00200400,Dillard University,LA,9,,2,NAIA,308,871,1179,2,Basketball,13,15,,,13,15,7873,102352,5038,75565,177917,,,,,,472773,379634,852407,,,,472773,379634,852407,472773,379634,852407,,,,472773,379634,852407
2016,177214,00246100,Drury University,MO,5,,1,NCAA,1020,1329,2349,2,Basketball,16,14,,,16,14,7744,123898,5100,71395,195293,,,,,,798376,702860,1501236,,,,798376,702860,1501236,798376,702860,1501236,,,,798376,702860,1501236
2016,220057,00683500,Dyersburg State Community College,TN,12,,3,NJCAA,446,791,1237,2,Basketball,15,12,,,15,12,3526,52888,4429,53149,106037,,,,,,125519,131425,256944,,,,125519,131425,256944,125519,131425,256944,,,,125519,131425,256944
2016,175643,00240400,East Central Community College,MS,12,,3,NJCAA,759,972,1731,2,Basketball,16,14,,,16,14,1036,16580,1540,21561,38141,,,,,,174612,155332,329944,,,,174612,155332,329944,174612,155332,329944,,,,174612,155332,329944
2016,139621,01099700,East Georgia State College,GA,12,,3,NJCAA,930,1298,2228,2,Basketball,15,14,,,15,14,3011,45168,2545,35633,80801,,,,,,123849,115814,239663,,,,123849,115814,239663,123849,115814,239663,,,,123849,115814,239663
2016,175652,00240500,East Mississippi Community College,MS,12,,3,NJCAA,1200,1313,2513,2,Basketball,14,12,,,14,12,2215,31016,2814,33763,64779,,,,,,257965,199163,457128,,,,257965,199163,457128,257965,199163,457128,,,,257965,199163,457128
2016,220075,00348700,East Tennessee State University,TN,2,,1,NCAA,4083,5250,9333,2,Basketball,13,12,,,13,12,18755,243821,15060,180718,424539,,,,,,1565348,1182993,2748341,,,,1565348,1182993,2748341,1565348,1182993,2748341,,,,1565348,1182993,2748341
2016,224527,00356400,East Texas Baptist University,TX,6,,1,NCAA,582,595,1177,2,Basketball,32,19,,,32,19,2281,72992,2666,50654,123646,,,,,,256958,180106,437064,,,,256958,180106,437064,256958,180106,437064,,,,256958,180106,437064
2016,132693,00147000,Eastern Florida State College,FL,12,,3,NJCAA,2327,2522,4849,2,Basketball,14,16,,,14,16,2518,35256,2224,35576,70832,,,,,,230851,231240,462091,,,,230851,231240,462091,230851,231240,462091,,,,230851,231240,462091
2016,156620,00196300,Eastern Kentucky University,KY,2,,1,NCAA,4819,6183,11002,2,Basketball,17,18,,,17,18,16566,281621,8588,154588,436209,,,,,,1588554,1189223,2777777,,,,1588554,1189223,2777777,1588554,1189223,2777777,,,,1588554,1189223,2777777
2016,446233,03855300,Ecclesia College,AR,15,,4,NCCAA,131,102,233,2,Basketball,26,12,,,26,12,744,19333,819,9831,29164,,,,,,131303,57001,188304,,,,131303,57001,188304,131303,57001,188304,,,,131303,57001,188304
2016,133492,00148700,Eckerd College,FL,5,,1,NCAA,670,1220,1890,2,Basketball,15,12,,,15,12,6203,93043,5431,65177,158220,,,,,,798528,690313,1488841,,,,798528,690313,1488841,798528,690313,1488841,,,,798528,690313,1488841
2016,133526,00147800,Edward Waters College,FL,9,,2,NAIA,484,419,903,2,Basketball,15,15,,,15,15,1691,25360,1674,25107,50467,,,,,,247715,247395,495110,,,,247715,247395,495110,247715,247395,495110,,,,247715,247395,495110
2016,133553,00147900,Embry-Riddle Aeronautical University-Daytona Beach,FL,5,,1,NCAA,3994,1009,5003,2,Basketball,14,14,,,14,14,5577,78079,4142,57994,136073,,,,,,1309708,682668,1992376,,,,1309708,682668,1992376,1296577,674076,1970653,,,,1296577,674076,1970653
2016,139630,00156300,Emmanuel College,GA,5,,1,NCAA,387,356,743,2,Basketball,33,17,,,33,17,1911,63064,2599,44177,107241,,,,,,462859,389532,852391,,,,462859,389532,852391,462859,389532,852391,,,,462859,389532,852391
2016,139658,00156400,Emory University,GA,7,,1,NCAA,2716,3923,6639,2,Basketball,15,13,,,15,13,6086,91283,6484,84298,175581,,,,,,384897,275373,660270,,,,384897,275373,660270,244147,249280,493427,,,,244147,249280,493427
2016,487092,00156401,Emory University-Oxford College,GA,14,,3,NJCAA,403,573,976,2,Basketball,14,,,,14,0,2870,40181,0,0,40181,,,,,,105953,,105953,,,,105953,0,105953,105953,,105953,,,,105953,0,105953
2016,101143,00101500,Enterprise State Community College,AL,12,,3,NJCAA,433,388,821,2,Basketball,14,11,,,14,11,1217,17036,1305,14356,31392,,,,,,115532,110061,225593,,,,115532,110061,225593,115532,110061,225593,,,,115532,110061,225593
2016,217998,00343200,Erskine College,SC,5,,1,NCAA,301,301,602,2,Basketball,50,29,,,50,29,1431,71543,1165,33779,105322,,,,,,509937,305579,815516,,,,509937,305579,815516,509937,305579,815516,,,,509937,305579,815516
2016,177339,00246300,Evangel University,MO,9,,2,NAIA,651,820,1471,2,Basketball,22,18,,,22,18,3655,80402,3868,69618,150020,,,,,,496716,510301,1007017,,,,496716,510301,1007017,496716,510301,1007017,,,,496716,510301,1007017
2016,101189,00100300,Faulkner University,AL,9,,2,NAIA,741,1038,1779,2,Basketball,14,30,,,14,30,6037,84517,2823,84704,169221,,,,,,627618,640979,1268597,,,,627618,640979,1268597,627618,640979,1268597,,,,627618,640979,1268597
2016,220181,00349000,Fisk University,TN,10,,2,NAIA,236,470,706,2,Basketball,15,12,,,15,12,3527,52903,3903,46835,99738,,,,,,164247,139366,303613,,,,164247,139366,303613,164253,139366,303619,,,,164253,139366,303619
2016,133711,00789300,Flagler College-St Augustine,FL,5,,1,NCAA,943,1596,2539,2,Basketball,13,12,,,13,12,5796,75352,4701,56409,131761,,,,,,584004,433069,1017073,,,,584004,433069,1017073,523489,383332,906821,,,,523489,383332,906821
2016,133650,00148000,Florida Agricultural and Mechanical University,FL,2,,1,NCAA,2297,4307,6604,2,Basketball,14,16,,,14,16,10957,153395,14289,228626,382021,,,,,,892829,832772,1725601,,,,892829,832772,1725601,892829,832772,1725601,,,,892829,832772,1725601
2016,133669,00148100,Florida Atlantic University,FL,1,,1,NCAA,6964,8751,15715,2,Basketball,15,15,,,15,15,38200,572998,21562,323425,896423,,,,,,2063811,1255556,3319367,,,,2063811,1255556,3319367,2063811,1255556,3319367,,,,2063811,1255556,3319367
2016,133809,00148200,Florida College,FL,20,,8,other,253,268,521,2,Basketball,18,15,,,18,15,5110,91974,5085,76275,168249,,,,,,195953,177949,373902,,,,195953,177949,373902,195953,177949,373902,,,,195953,177949,373902
2016,433660,03255300,Florida Gulf Coast University,FL,3,,1,NCAA,4743,6066,10809,2,Basketball,18,15,,,18,15,24821,446783,15472,232086,678869,,,,,,1725354,1430374,3155728,,,,1725354,1430374,3155728,1725354,1430374,3155728,,,,1725354,1430374,3155728
2016,133881,00146900,Florida Institute of Technology,FL,4,,1,NCAA,2303,978,3281,2,Basketball,14,15,,,14,15,5150,72105,3683,55244,127349,,,,,,838953,648777,1487730,,,,838953,648777,1487730,838953,648777,1487730,,,,838953,648777,1487730
2016,133951,00963500,Florida International University,FL,1,,1,NCAA,11312,14608,25920,2,Basketball,14,14,,,14,14,35874,502229,22767,318744,820973,,,,,,1570138,1097887,2668025,,,,1570138,1097887,2668025,1814629,1421856,3236485,,,,1814629,1421856,3236485
2016,133979,00148600,Florida Memorial University,FL,10,,2,NAIA,458,773,1231,2,Basketball,10,11,,,10,11,3646,36456,3318,36500,72956,,,,,,209036,153427,362463,,,,209036,153427,362463,209036,153427,362463,,,,209036,153427,362463
2016,408844,02547600,Florida National University-Main Campus,FL,20,,8,other,446,1253,1699,2,Basketball,40,,,,40,0,2125,85000,0,0,85000,,,,,,301358,,301358,,,,301358,0,301358,393358,,393358,,,,393358,0,393358
2016,134079,00148800,Florida Southern College,FL,5,,1,NCAA,848,1475,2323,2,Basketball,15,12,,,15,12,7562,113435,7586,91031,204466,,,,,,863530,635462,1498992,,,,863530,635462,1498992,824321,615651,1439972,,,,824321,615651,1439972
2016,133508,00147700,Florida SouthWestern State College,FL,12,,3,NJCAA,1926,2300,4226,2,Basketball,15,17,,,15,17,4655,69824,4340,73778,143602,,,,,,446308,434117,880425,,,,446308,434117,880425,410798,401978,812776,,,,410798,401978,812776
2016,133702,00148400,Florida State College at Jacksonville,FL,12,,3,NJCAA,2869,3777,6646,2,Basketball,13,7,,,13,7,3200,41604,5543,38803,80407,,,,,,189965,194772,384737,,,,189965,194772,384737,189965,194772,384737,,,,189965,194772,384737
2016,134097,00148900,Florida State University,FL,1,,1,NCAA,12689,16362,29051,2,Basketball,18,15,,,18,15,143192,2577457,97088,1456317,4033774,,,,,,13252028,6981167,20233195,,,,13252028,6981167,20233195,11029101,6981167,18010268,,,,11029101,6981167,18010268
2016,177418,00246400,Fontbonne University,MO,7,,1,NCAA,291,528,819,2,Basketball,22,15,,,22,15,2898,63760,3841,57612,121372,,,,,,113429,121223,234652,,,,113429,121223,234652,113500,106863,220363,,,,113500,106863,220363
2016,139719,00156600,Fort Valley State University,GA,4,,1,NCAA,845,1148,1993,2,Basketball,20,17,,,20,17,869,17371,1120,19039,36410,,,,,,115176,99416,214592,,,,115176,99416,214592,189093,96691,285784,,,,189093,96691,285784
2016,218061,00922600,Francis Marion University,SC,5,,1,NCAA,969,2109,3078,2,Basketball,14,15,,,14,15,3377,47280,3382,50725,98005,,,,,,406111,482353,888464,,,,406111,482353,888464,409620,494950,904570,,,,409620,494950,904570
2016,224891,00356800,Frank Phillips College,TX,12,,3,NJCAA,207,242,449,2,Basketball,15,18,,,15,18,2016,30247,1717,30910,61157,,,,,,148335,149124,297459,,,,148335,149124,297459,148335,149124,297459,,,,148335,149124,297459
2016,220215,00349200,Freed-Hardeman University,TN,9,,2,NAIA,536,691,1227,2,Basketball,18,15,,,18,15,1762,31713,2343,35151,66864,,,,,,432460,432470,864930,,,,432460,432470,864930,400153,436027,836180,,,,400153,436027,836180
2016,218070,00343400,Furman University,SC,2,,1,NCAA,1112,1579,2691,2,Basketball,15,14,,,15,14,24242,363637,13202,184827,548464,,,,,,2421923,1726767,4148690,,,,2421923,1726767,4148690,2092284,1463368,3555652,,,,2092284,1463368,3555652
2016,101240,00101700,Gadsden State Community College,AL,12,,3,NJCAA,1145,1326,2471,2,Basketball,18,12,,,18,12,1247,22437,1809,21702,44139,,,,,,103871,102922,206793,,,,103871,102922,206793,103871,102922,206793,,,,103871,102922,206793
2016,101295,00787100,George C Wallace State Community College-Hanceville,AL,12,,3,NJCAA,1123,1483,2606,2,Basketball,18,14,,,18,14,759,13670,1284,17975,31645,,,,,,176298,152104,328402,,,,176298,152104,328402,176298,152104,328402,,,,176298,152104,328402
2016,101301,00569900,George C Wallace State Community College-Selma,AL,12,,3,NJCAA,403,495,898,2,Basketball,18,15,,,18,15,2633,47400,3107,46610,94010,,,,,,93600,86400,180000,,,,93600,86400,180000,93600,86400,180000,,,,93600,86400,180000
2016,156745,00196400,Georgetown College,KY,9,,2,NAIA,419,498,917,2,Basketball,16,17,,,16,17,3231,51691,2469,41980,93671,,,,,,867520,521809,1389329,,,,867520,521809,1389329,867520,521809,1389329,,,,867520,521809,1389329
2016,139861,00160200,Georgia College and State University,GA,5,,1,NCAA,2110,3409,5519,2,Basketball,18,18,,,18,18,5513,99234,5830,104940,204174,,,,,,455470,514616,970086,,,,455470,514616,970086,486820,525555,1012375,,,,486820,525555,1012375
2016,139700,00950700,Georgia Highlands College,GA,12,,3,NJCAA,1049,1649,2698,2,Basketball,10,12,,,10,12,4080,40800,2272,27264,68064,,,,,,227233,278095,505328,,,,227233,278095,505328,227233,278095,505328,,,,227233,278095,505328
2016,139755,00156900,Georgia Institute of Technology-Main Campus,GA,1,,1,NCAA,8594,5104,13698,2,Basketball,16,14,,,16,14,113410,1814567,65978,923685,2738252,,,,,,7284387,587337,7871724,,,,7284387,587337,7871724,8891673,4592090,13483763,,,,8891673,4592090,13483763
2016,139931,00157200,Georgia Southern University,GA,1,,1,NCAA,7842,8070,15912,2,Basketball,18,15,,,18,15,25774,463940,17151,257266,721206,,,,,,1712860,1112678,2825538,,,,1712860,1112678,2825538,1712860,1112678,2825538,,,,1712860,1112678,2825538
2016,139764,00157300,Georgia Southwestern State University,GA,5,,1,NCAA,669,1090,1759,2,Basketball,15,13,,,15,13,2658,39870,3303,42934,82804,,,,,,238080,245798,483878,,,,238080,245798,483878,238080,245798,483878,,,,238080,245798,483878
2016,139940,00157400,Georgia State University,GA,1,,1,NCAA,7725,11337,19062,2,Basketball,15,22,,,15,22,26162,392431,11248,247453,639884,,,,,,2421793,1635321,4057114,,,,2421793,1635321,4057114,2421793,1635321,4057114,,,,2421793,1635321,4057114
2016,139968,00157500,Gordon State College,GA,12,,3,NJCAA,867,1565,2432,2,Basketball,15,,,,15,0,1196,17947,0,0,17947,,,,,,96876,,96876,,,,96876,0,96876,92885,,92885,,,,92885,0,92885
2016,159009,00200600,Grambling State University,LA,2,,1,NCAA,1528,2069,3597,2,Basketball,15,14,,,15,14,13575,203625,11990,167858,371483,,,,,,741120,654707,1395827,,,,741120,654707,1395827,741120,654707,1395827,,,,741120,654707,1395827
2016,134343,00149000,Gulf Coast State College,FL,12,,3,NJCAA,713,1001,1714,2,Basketball,13,13,,,13,13,6650,86448,11644,151367,237815,,,,,,425361,472050,897411,,,,425361,472050,897411,425361,472050,897411,,,,425361,472050,897411
2016,177542,00908900,Hannibal-LaGrange University,MO,9,,2,NAIA,291,435,726,2,Basketball,12,10,,,12,10,2166,25995,1915,19151,45146,,,,,,216884,200251,417135,,,,216884,200251,417135,216884,200251,417135,,,,216884,200251,417135
2016,225247,00357100,Hardin-Simmons University,TX,6,,1,NCAA,695,825,1520,2,Basketball,14,11,,,14,11,4374,61239,5831,64138,125377,,,,,,157476,172792,330268,,,,157476,172792,330268,162474,154522,316996,,,,162474,154522,316996
2016,107044,00109700,Harding University,AR,4,,1,NCAA,1834,2309,4143,2,Basketball,14,13,,,14,13,5515,77205,5979,77724,154929,,,,,,427139,424550,851689,,,,427139,424550,851689,427139,424550,851689,,,,427139,424550,851689
2016,177551,00246600,Harris-Stowe State University,MO,9,,2,NAIA,406,751,1157,2,Basketball,17,13,,,17,13,2754,46826,3181,41347,88173,,,,,,117065,116237,233302,,,,117065,116237,233302,117065,116237,233302,,,,117065,116237,233302
2016,107071,00109800,Henderson State University,AR,4,,1,NCAA,1201,1589,2790,2,Basketball,18,14,,,18,14,4376,78764,4373,61226,139990,,,,,,423433,347332,770765,,,,423433,347332,770765,423433,347332,770765,,,,423433,347332,770765
2016,107080,00109900,Hendrix College,AR,6,,1,NCAA,622,689,1311,2,Basketball,18,12,,,18,12,3730,67144,4703,56433,123577,,,,,,146638,123747,270385,,,,146638,123747,270385,146638,123747,270385,,,,146638,123747,270385
2016,225371,00357300,Hill College,TX,12,,3,NJCAA,558,667,1225,2,Basketball,13,15,,,13,15,1519,19750,1386,20795,40545,,,,,,158099,149683,307782,,,,158099,149683,307782,158099,149683,307782,,,,158099,149683,307782
2016,134495,00787000,Hillsborough Community College,FL,12,,3,NJCAA,5175,5364,10539,2,Basketball,13,12,,,13,12,500,6503,1202,14425,20928,,,,,,89314,82407,171721,,,,89314,82407,171721,89314,82407,171721,,,,89314,82407,171721
2016,175786,00240700,Hinds Community College,MS,12,,3,NJCAA,2925,4086,7011,2,Basketball,14,14,,,14,14,1669,23370,1316,18423,41793,,,,,,148261,147545,295806,,,,148261,147545,295806,148261,147545,295806,,,,148261,147545,295806
2016,175810,00240800,Holmes Community College,MS,12,,3,NJCAA,1417,2381,3798,2,Basketball,15,14,,,15,14,1961,29418,1870,26174,55592,,,,,,243214,222753,465967,,,,243214,222753,465967,243214,222753,465967,,,,243214,222753,465967
2016,225399,00357600,Houston Baptist University,TX,2,,1,NCAA,817,1343,2160,2,Basketball,16,15,,,16,15,27273,436366,9921,148810,585176,,,,,,1372694,879732,2252426,,,,1372694,879732,2252426,1372694,879732,2252426,,,,1372694,879732,2252426
2016,225520,00357400,Howard College,TX,12,,3,NJCAA,421,659,1080,2,Basketball,15,14,,,15,14,2804,42065,2720,38082,80147,,,,,,275378,265591,540969,,,,275378,265591,540969,275378,265591,540969,,,,275378,265591,540969
2016,225548,00357500,Howard Payne University,TX,6,,1,NCAA,517,442,959,2,Basketball,17,19,,,17,19,3167,53840,3049,57922,111762,,,,,,180889,176818,357707,,,,180889,176818,357707,169046,150375,319421,,,,169046,150375,319421
2016,101435,00101900,Huntingdon College,AL,6,,1,NCAA,504,376,880,2,Basketball,24,22,,,24,22,3291,78984,3257,71654,150638,,,,,,272436,218532,490968,,,,272436,218532,490968,272436,218532,490968,,,,272436,218532,490968
2016,225575,00357700,Huston-Tillotson University,TX,9,,2,NAIA,383,534,917,2,Basketball,12,14,,,12,14,5545,66534,4172,58406,124940,,,,,,143936,131357,275293,,,,143936,131357,275293,137936,130957,268893,,,,137936,130957,268893
2016,134608,00149300,Indian River State College,FL,12,,3,NJCAA,2444,2699,5143,2,Basketball,14,14,,,14,14,2971,41589,2571,35995,77584,,,,,,228153,220395,448548,,,,228153,220395,448548,228153,220395,448548,,,,228153,220395,448548
2016,175829,00240900,Itawamba Community College,MS,13,,3,NJCAA,1544,2067,3611,2,Basketball,14,15,,,14,15,1678,23485,1586,23797,47282,,,,,,262002,179847,441849,,,,262002,179847,441849,262002,179847,441849,,,,262002,179847,441849
2016,220400,00493700,Jackson State Community College,TN,12,,3,NJCAA,913,1351,2264,2,Basketball,12,13,,,12,13,3164,37964,3039,39506,77470,,,,,,95011,140172,235183,,,,95011,140172,235183,95011,140172,235183,,,,95011,140172,235183
2016,175856,00241000,Jackson State University,MS,2,,1,NCAA,2366,4138,6504,2,Basketball,18,20,,,18,20,10254,184571,8925,178500,363071,,,,,,759210,752626,1511836,,,,759210,752626,1511836,759210,752626,1511836,,,,759210,752626,1511836
2016,225876,00357900,Jacksonville College-Main Campus,TX,12,,3,NJCAA,122,138,260,2,Basketball,13,14,,,13,14,3865,50246,3181,44536,94782,,,,,,127268,137057,264325,,,,127268,137057,264325,187227,191347,378574,,,,187227,191347,378574
2016,101480,00102000,Jacksonville State University,AL,2,,1,NCAA,2360,3032,5392,2,Basketball,16,14,,,16,14,22772,364349,8118,113647,477996,,,,,,1616369,851940,2468309,,,,1616369,851940,2468309,1616369,851940,2468309,,,,1616369,851940,2468309
2016,134945,00149500,Jacksonville University,FL,2,,1,NCAA,959,1154,2113,2,Basketball,16,15,,,16,15,21238,339800,12560,188397,528197,,,,,,1682001,1488057,3170058,,,,1682001,1488057,3170058,1682001,1488057,3170058,,,,1682001,1488057,3170058
2016,101161,00106000,James H Faulkner State Community College,AL,12,,3,NJCAA,995,1544,2539,2,Basketball,17,17,,,17,17,2232,37940,2118,36006,73946,,,,,,189233,207632,396865,,,,189233,207632,396865,189233,207632,396865,,,,189233,207632,396865
2016,225885,00363700,Jarvis Christian College,TX,9,,2,NAIA,405,424,829,2,Basketball,17,14,,,17,14,5113,86923,3704,51851,138774,,,,,,273859,189851,463710,,,,273859,189851,463710,273859,189851,463710,,,,273859,189851,463710
2016,177676,00246800,Jefferson College,MO,12,,3,NJCAA,943,1238,2181,2,Basketball,,16,,,0,16,0,0,2670,42714,42714,,,,,,,188401,188401,,,,0,188401,188401,,188401,188401,,,,0,188401,188401
2016,107141,00110000,John Brown University,AR,9,,2,NAIA,627,894,1521,2,Basketball,14,14,,,14,14,4360,61035,5949,83283,144318,,,,,,573361,602128,1175489,,,,573361,602128,1175489,567524,574076,1141600,,,,567524,574076,1141600
2016,220473,00349500,Johnson University,TN,16,,4,NCCAA,352,337,689,2,Basketball,17,9,,,17,9,1398,23768,2140,19259,43027,,,,,,41133,34468,75601,,,,41133,34468,75601,41133,34468,75601,,,,41133,34468,75601
2016,132879,00349503,Johnson University Florida,FL,16,,4,NCCAA,79,82,161,2,Basketball,14,,,,14,0,1966,27521,0,0,27521,,,,,,49991,,49991,,,,49991,0,49991,45990,,45990,,,,45990,0,45990
2016,175883,00241100,Jones County Junior College,MS,12,,3,NJCAA,1596,2056,3652,2,Basketball,15,13,,,15,13,3175,47627,3874,50357,97984,,,,,,267402,231764,499166,,,,267402,231764,499166,263474,227699,491173,,,,263474,227699,491173
2016,135081,02151900,Keiser University-Ft Lauderdale,FL,10,,2,NAIA,3769,7699,11468,2,Basketball,24,15,,,24,15,4188,100500,5264,78959,179459,,,,,,609107,453002,1062109,,,,609107,453002,1062109,592371,447354,1039725,,,,592371,447354,1039725
2016,486840,00157700,Kennesaw State University,GA,2,,1,NCAA,12404,11767,24171,2,Basketball,15,12,,,15,12,21944,329162,16642,199701,528863,,,,,,1428268,1083676,2511944,,,,1428268,1083676,2511944,1428268,1083676,2511944,,,,1428268,1083676,2511944
2016,157100,00196500,Kentucky Christian University,KY,16,,4,NCCAA,221,189,410,2,Basketball,16,15,,,16,15,2380,38081,2714,40714,78795,,,,,,57208,60914,118122,,,,57208,60914,118122,57208,60914,118122,,,,57208,60914,118122
2016,157058,00196800,Kentucky State University,KY,4,,1,NCAA,446,599,1045,2,Basketball,16,18,,,16,18,3718,59495,3470,62459,121954,,,,,,328084,511665,839749,,,,328084,511665,839749,328084,511665,839749,,,,328084,511665,839749
2016,157076,00196900,Kentucky Wesleyan College,KY,4,,1,NCAA,344,319,663,2,Basketball,15,15,,,15,15,6040,90595,3087,46299,136894,,,,,,607725,516178,1123903,,,,607725,516178,1123903,607725,516178,1123903,,,,607725,516178,1123903
2016,226019,00358000,Kilgore College,TX,12,,3,NJCAA,1230,1394,2624,2,Basketball,10,14,,,10,14,4466,44661,2759,38625,83286,,,,,,318931,295007,613938,,,,318931,295007,613938,318931,295007,613938,,,,318931,295007,613938
2016,220516,00349600,King University,TN,5,,1,NCAA,773,1346,2119,2,Basketball,27,17,,,27,17,1550,41862,1709,29055,70917,,,,,,536919,472176,1009095,,,,536919,472176,1009095,536919,472176,1009095,,,,536919,472176,1009095
2016,140234,00157800,LaGrange College,GA,6,,1,NCAA,444,410,854,2,Basketball,26,16,,,26,16,2676,69576,1816,29051,98627,,,,,,232944,202071,435015,,,,232944,202071,435015,232944,202071,435015,,,,232944,202071,435015
2016,226116,02348500,Lamar State College-Port Arthur,TX,12,,3,NJCAA,301,483,784,2,Basketball,14,,,,14,0,4224,59135,0,0,59135,,,,,,260510,,260510,,,,260510,0,260510,260510,,260510,,,,260510,0,260510
2016,226091,00358100,Lamar University,TX,2,,1,NCAA,2709,3452,6161,2,Basketball,14,16,,,14,16,29476,412658,12838,205403,618061,,,,,,1536478,1166815,2703293,,,,1536478,1166815,2703293,1520948,1149088,2670036,,,,1520948,1149088,2670036
2016,218229,00343500,Lander University,SC,5,,1,NCAA,783,1746,2529,2,Basketball,16,16,,,16,16,3471,55541,3300,52796,108337,,,,,,581165,611839,1193004,,,,581165,611839,1193004,591196,609851,1201047,,,,591196,609851,1201047
